Retailer,Retailer ID,Date,Region,State,Beverage Brand,Price per Unit,Units Sold,Revenue,Expenses
BevCo,1197831,3-3-2022,South,Texas,Sprite,$0.35,"7,000","$2,450",$123
BevCo,1197831,3-3-2022,South,Texas,Fanta,$0.40,"6,000","$2,400",$192
BevCo,1197831,3-3-2022,South,Texas,Powerade,$0.45,"5,000","$2,250",$248
BevCo,1197831,3-3-2022,South,Texas,Dasani Water,$0.40,"6,500","$2,600",$390
BevCo,1197831,2-4-2022,South,Texas,Coca-Cola,$0.30,"9,000","$2,700",$918
BevCo,1197831,2-4-2022,South,Texas,Diet Coke,$0.40,"9,000","$3,600","$1,224"
BevCo,1197831,2-4-2022,South,Texas,Sprite,$0.35,"7,250","$2,538",$863
BevCo,1197831,2-4-2022,South,Texas,Fanta,$0.40,"6,250","$2,500","$1,225"
BevCo,1197831,2-4-2022,South,Texas,Powerade,$0.45,"5,250","$2,363",$331
BevCo,1197831,2-4-2022,South,Texas,Dasani Water,$0.40,"8,000","$3,200",$448
BevCo,1197831,2-5-2022,South,Texas,Coca-Cola,$0.30,"9,250","$2,775",$416
BevCo,1197831,2-5-2022,South,Texas,Diet Coke,$0.40,"9,250","$3,700",$888
BevCo,1197831,2-5-2022,South,Texas,Sprite,$0.35,"7,750","$2,713",$515
BevCo,1197831,2-5-2022,South,Texas,Fanta,$0.40,"7,000","$2,800","$1,288"
BevCo,1197831,2-5-2022,South,Texas,Powerade,$0.45,"6,000","$2,700",$351
BevCo,1197831,2-5-2022,South,Texas,Dasani Water,$0.40,"9,500","$3,800",$798
BevCo,1197831,1-6-2022,South,Texas,Coca-Cola,$0.40,"9,500","$3,800","$1,558"
BevCo,1197831,1-6-2022,South,Texas,Diet Coke,$0.45,"9,500","$4,275",$770
BevCo,1197831,1-6-2022,South,Texas,Sprite,$0.40,"8,000","$3,200",$256
BevCo,1197831,1-6-2022,South,Texas,Fanta,$0.40,"7,500","$3,000",$630
BevCo,1197831,1-6-2022,South,Texas,Powerade,$0.45,"6,500","$2,925",$995
BevCo,1197831,1-6-2022,South,Texas,Dasani Water,$0.50,"10,000","$5,000",$600
BevCo,1197831,3-7-2022,South,Texas,Coca-Cola,$0.40,"9,500","$3,800",$494
BevCo,1197831,3-7-2022,South,Texas,Diet Coke,$0.45,"9,500","$4,275",$727
BevCo,1197831,3-7-2022,South,Texas,Sprite,$0.40,"11,000","$4,400",$924
BevCo,1197831,3-7-2022,South,Texas,Fanta,$0.40,"7,000","$2,800",$392
BevCo,1197831,3-7-2022,South,Texas,Powerade,$0.45,"7,000","$3,150",$158
BevCo,1197831,3-7-2022,South,Texas,Dasani Water,$0.50,"9,750","$4,875",$390
BevCo,1197831,5-8-2022,South,Texas,Coca-Cola,$0.40,"9,250","$3,700",$407
BevCo,1197831,5-8-2022,South,Texas,Diet Coke,$0.45,"9,250","$4,163",$624
BevCo,1197831,5-8-2022,South,Texas,Sprite,$0.40,"11,000","$4,400","$1,496"
BevCo,1197831,5-8-2022,South,Texas,Fanta,$0.40,"6,500","$2,600",$884
BevCo,1197831,5-8-2022,South,Texas,Powerade,$0.45,"6,500","$2,925",$995
BevCo,1197831,5-8-2022,South,Texas,Dasani Water,$0.50,"9,000","$4,500","$2,205"
BevCo,1197831,2-9-2022,South,Texas,Coca-Cola,$0.45,"8,500","$3,825",$536
BevCo,1197831,2-9-2022,South,Texas,Diet Coke,$0.45,"8,500","$3,825",$536
BevCo,1197831,2-9-2022,South,Texas,Sprite,$0.50,"9,000","$4,500",$675
BevCo,1197831,2-9-2022,South,Texas,Fanta,$0.50,"6,250","$3,125",$750
BevCo,1197831,2-9-2022,South,Texas,Powerade,$0.45,"6,250","$2,813",$534
BevCo,1197831,2-9-2022,South,Texas,Dasani Water,$0.55,"8,500","$4,675","$2,151"
BevCo,1197831,1-10-2022,South,Texas,Coca-Cola,$0.45,"8,000","$3,600",$468
BevCo,1197831,1-10-2022,South,Texas,Diet Coke,$0.45,"8,000","$3,600",$756
BevCo,1197831,1-10-2022,South,Texas,Sprite,$0.50,"7,500","$3,750","$1,538"
BevCo,1197831,1-10-2022,South,Texas,Fanta,$0.50,"6,000","$3,000",$540
BevCo,1197831,1-10-2022,South,Texas,Powerade,$0.45,"5,750","$2,588",$207
BevCo,1197831,1-10-2022,South,Texas,Dasani Water,$0.55,"7,500","$4,125",$866
BevCo,1197831,2-11-2022,South,Texas,Coca-Cola,$0.45,"9,000","$4,050","$1,377"
BevCo,1197831,2-11-2022,South,Texas,Diet Coke,$0.45,"9,000","$4,050",$486
BevCo,1197831,2-11-2022,South,Texas,Sprite,$0.50,"8,250","$4,125",$536
BevCo,1197831,2-11-2022,South,Texas,Fanta,$0.50,"6,750","$3,375",$574
BevCo,1197831,2-11-2022,South,Texas,Powerade,$0.45,"6,500","$2,925",$614
BevCo,1197831,2-11-2022,South,Texas,Dasani Water,$0.55,"8,500","$4,675",$655
BevCo,1197831,1-12-2022,South,Texas,Coca-Cola,$0.45,"9,500","$4,275",$214
BevCo,1197831,1-12-2022,South,Texas,Diet Coke,$0.45,"9,500","$4,275",$342
BevCo,1197831,1-12-2022,South,Texas,Sprite,$0.50,"8,500","$4,250",$468
BevCo,1197831,1-12-2022,South,Texas,Fanta,$0.50,"7,000","$3,500",$525
BevCo,1197831,1-12-2022,South,Texas,Powerade,$0.45,"6,500","$2,925",$995
BevCo,1197831,1-12-2022,South,Texas,Dasani Water,$0.55,"9,000","$4,950","$1,683"
FizzySip,1128299,20-1-2022,West,California,Coca-Cola,$0.40,"7,750","$3,100","$1,054"
FizzySip,1128299,20-1-2022,West,California,Diet Coke,$0.50,"7,750","$3,875","$1,899"
FizzySip,1128299,20-1-2022,West,California,Sprite,$0.50,"7,750","$3,875",$543
FizzySip,1128299,20-1-2022,West,California,Fanta,$0.50,"6,250","$3,125",$438
FizzySip,1128299,20-1-2022,West,California,Powerade,$0.55,"5,750","$3,163",$474
FizzySip,1128299,20-1-2022,West,California,Dasani Water,$0.50,"7,750","$3,875",$930
FizzySip,1128299,20-2-2022,West,California,Coca-Cola,$0.40,"8,250","$3,300",$627
FizzySip,1128299,20-2-2022,West,California,Diet Coke,$0.50,"7,250","$3,625","$1,668"
FizzySip,1128299,20-2-2022,West,California,Sprite,$0.50,"7,250","$3,625",$471
FizzySip,1128299,20-2-2022,West,California,Fanta,$0.50,"5,750","$2,875",$604
FizzySip,1128299,20-2-2022,West,California,Powerade,$0.55,"5,000","$2,750","$1,128"
FizzySip,1128299,20-2-2022,West,California,Dasani Water,$0.50,"7,000","$3,500",$630
FizzySip,1128299,19-3-2022,West,California,Coca-Cola,$0.50,"8,500","$4,250",$340
FizzySip,1128299,19-3-2022,West,California,Diet Coke,$0.60,"7,000","$4,200","$1,596"
FizzySip,1128299,19-3-2022,West,California,Sprite,$0.60,"7,000","$4,200",$882
FizzySip,1128299,19-3-2022,West,California,Fanta,$0.60,"6,000","$3,600","$1,224"
FizzySip,1128299,19-3-2022,West,California,Powerade,$0.65,"5,000","$3,250",$390
FizzySip,1128299,19-3-2022,West,California,Dasani Water,$0.60,"7,000","$4,200",$546
FizzySip,1128299,20-4-2022,West,California,Coca-Cola,$0.60,"8,750","$5,250",$893
FizzySip,1128299,20-4-2022,West,California,Diet Coke,$0.65,"6,750","$4,388",$921
FizzySip,1128299,20-4-2022,West,California,Sprite,$0.65,"7,250","$4,713",$660
FizzySip,1128299,20-4-2022,West,California,Fanta,$0.60,"6,250","$3,750",$188
FizzySip,1128299,20-4-2022,West,California,Powerade,$0.65,"5,250","$3,413",$273
FizzySip,1128299,20-4-2022,West,California,Dasani Water,$0.80,"7,000","$5,600",$616
FizzySip,1128299,21-5-2022,West,California,Coca-Cola,$0.60,"9,000","$5,400",$810
FizzySip,1128299,21-5-2022,West,California,Diet Coke,$0.65,"7,500","$4,875","$1,658"
FizzySip,1128299,21-5-2022,West,California,Sprite,$0.65,"7,500","$4,875","$1,658"
FizzySip,1128299,21-5-2022,West,California,Fanta,$0.60,"6,500","$3,900","$1,326"
FizzySip,1128299,21-5-2022,West,California,Powerade,$0.65,"5,500","$3,575","$1,752"
FizzySip,1128299,21-5-2022,West,California,Dasani Water,$0.80,"7,250","$5,800",$812
FizzySip,1128299,20-6-2022,West,California,Coca-Cola,$0.60,"9,750","$5,850",$819
FizzySip,1128299,20-6-2022,West,California,Diet Coke,$0.65,"8,250","$5,363",$804
FizzySip,1128299,20-6-2022,West,California,Sprite,$0.65,"8,250","$5,363","$1,287"
FizzySip,1128299,20-6-2022,West,California,Fanta,$0.60,"7,000","$4,200",$798
FizzySip,1128299,20-6-2022,West,California,Powerade,$0.65,"5,750","$3,738","$1,719"
FizzySip,1128299,20-6-2022,West,California,Dasani Water,$0.80,"8,750","$7,000",$910
FizzySip,1128299,19-7-2022,West,California,Coca-Cola,$0.60,"10,250","$6,150","$1,292"
FizzySip,1128299,19-7-2022,West,California,Diet Coke,$0.65,"8,750","$5,688","$2,332"
FizzySip,1128299,19-7-2022,West,California,Sprite,$0.65,"8,250","$5,363",$965
FizzySip,1128299,19-7-2022,West,California,Fanta,$0.60,"7,250","$4,350",$348
FizzySip,1128299,19-7-2022,West,California,Powerade,$0.65,"7,750","$5,038","$1,914"
FizzySip,1128299,19-7-2022,West,California,Dasani Water,$0.80,"7,750","$6,200","$1,302"
FizzySip,1128299,20-8-2022,West,California,Coca-Cola,$0.65,"9,750","$6,338","$2,155"
FizzySip,1128299,20-8-2022,West,California,Diet Coke,$0.70,"9,250","$6,475",$777
FizzySip,1128299,20-8-2022,West,California,Sprite,$0.65,"8,000","$5,200",$676
FizzySip,1128299,20-8-2022,West,California,Fanta,$0.65,"7,500","$4,875",$829
FizzySip,1128299,20-8-2022,West,California,Powerade,$0.75,"7,500","$5,625","$1,181"
FizzySip,1128299,20-8-2022,West,California,Dasani Water,$0.80,"7,250","$5,800",$812
FizzySip,1128299,21-9-2022,West,California,Coca-Cola,$0.55,"9,250","$5,088",$254
FizzySip,1128299,21-9-2022,West,California,Diet Coke,$0.60,"9,250","$5,550",$444
FizzySip,1128299,21-9-2022,West,California,Sprite,$0.55,"7,750","$4,263",$469
FizzySip,1128299,21-9-2022,West,California,Fanta,$0.55,"7,250","$3,988",$598
FizzySip,1128299,21-9-2022,West,California,Powerade,$0.65,"7,250","$4,713","$1,602"
FizzySip,1128299,21-9-2022,West,California,Dasani Water,$0.70,"7,750","$5,425","$1,845"
FizzySip,1128299,20-10-2022,West,California,Coca-Cola,$0.55,"8,750","$4,813","$1,636"
FizzySip,1128299,20-10-2022,West,California,Diet Coke,$0.60,"8,750","$5,250","$2,573"
FizzySip,1128299,20-10-2022,West,California,Sprite,$0.55,"7,000","$3,850",$539
FizzySip,1128299,20-10-2022,West,California,Fanta,$0.55,"6,750","$3,713",$520
FizzySip,1128299,20-10-2022,West,California,Powerade,$0.65,"6,500","$4,225",$634
FizzySip,1128299,20-10-2022,West,California,Dasani Water,$0.70,"7,000","$4,900","$1,176"
FizzySip,1128299,20-11-2022,West,California,Coca-Cola,$0.55,"8,750","$4,813",$914
FizzySip,1128299,20-11-2022,West,California,Diet Coke,$0.60,"8,750","$5,250","$2,415"
FizzySip,1128299,20-11-2022,West,California,Sprite,$0.55,"7,250","$3,988",$518
FizzySip,1128299,20-11-2022,West,California,Fanta,$0.55,"7,000","$3,850",$809
FizzySip,1128299,20-11-2022,West,California,Powerade,$0.65,"6,500","$4,225","$1,732"
FizzySip,1128299,20-11-2022,West,California,Dasani Water,$0.70,"7,750","$5,425",$977
FizzySip,1128299,19-12-2022,West,California,Coca-Cola,$0.55,"9,750","$5,363",$429
FizzySip,1128299,19-12-2022,West,California,Diet Coke,$0.60,"9,750","$5,850","$1,229"
FizzySip,1128299,19-12-2022,West,California,Sprite,$0.55,"7,750","$4,263","$1,449"
FizzySip,1128299,19-12-2022,West,California,Fanta,$0.55,"7,750","$4,263",$512
FizzySip,1128299,19-12-2022,West,California,Powerade,$0.65,"7,000","$4,550",$592
FizzySip,1128299,19-12-2022,West,California,Dasani Water,$0.70,"8,000","$5,600",$952
DreamCo,1189833,15-1-2022,West,California,Coca-Cola,$0.35,"7,000","$2,450",$515
DreamCo,1189833,15-1-2022,West,California,Diet Coke,$0.45,"7,000","$3,150",$441
DreamCo,1189833,15-1-2022,West,California,Sprite,$0.45,"7,000","$3,150",$158
DreamCo,1189833,15-1-2022,West,California,Fanta,$0.45,"5,500","$2,475",$198
DreamCo,1189833,15-1-2022,West,California,Powerade,$0.50,"5,000","$2,500",$275
DreamCo,1189833,15-1-2022,West,California,Dasani Water,$0.45,"7,000","$3,150",$473
DreamCo,1189833,15-2-2022,West,California,Coca-Cola,$0.35,"7,500","$2,625",$893
DreamCo,1189833,15-2-2022,West,California,Diet Coke,$0.45,"6,500","$2,925",$995
DreamCo,1189833,15-2-2022,West,California,Sprite,$0.45,"6,750","$3,038","$1,033"
DreamCo,1189833,15-2-2022,West,California,Fanta,$0.45,"5,250","$2,363","$1,158"
DreamCo,1189833,15-2-2022,West,California,Powerade,$0.50,"4,500","$2,250",$315
DreamCo,1189833,15-2-2022,West,California,Dasani Water,$0.45,"6,500","$2,925",$410
DreamCo,1189833,14-3-2022,West,California,Coca-Cola,$0.35,"8,000","$2,800",$420
DreamCo,1189833,14-3-2022,West,California,Diet Coke,$0.45,"6,500","$2,925",$702
DreamCo,1189833,14-3-2022,West,California,Sprite,$0.45,"6,500","$2,925",$556
DreamCo,1189833,14-3-2022,West,California,Fanta,$0.45,"5,500","$2,475","$1,139"
DreamCo,1189833,14-3-2022,West,California,Powerade,$0.50,"4,250","$2,125",$276
DreamCo,1189833,14-3-2022,West,California,Dasani Water,$0.45,"6,250","$2,813",$591
DreamCo,1189833,15-4-2022,West,California,Coca-Cola,$0.45,"8,000","$3,600","$1,476"
DreamCo,1189833,15-4-2022,West,California,Diet Coke,$0.50,"6,000","$3,000",$540
DreamCo,1189833,15-4-2022,West,California,Sprite,$0.50,"6,250","$3,125",$250
DreamCo,1189833,15-4-2022,West,California,Fanta,$0.45,"5,250","$2,363",$496
DreamCo,1189833,15-4-2022,West,California,Powerade,$0.50,"4,250","$2,125",$723
DreamCo,1189833,15-4-2022,West,California,Dasani Water,$0.65,"6,000","$3,900",$468
DreamCo,1189833,16-5-2022,West,California,Coca-Cola,$0.45,"8,000","$3,600",$468
DreamCo,1189833,16-5-2022,West,California,Diet Coke,$0.50,"6,500","$3,250",$553
DreamCo,1189833,16-5-2022,West,California,Sprite,$0.50,"6,500","$3,250",$683
DreamCo,1189833,16-5-2022,West,California,Fanta,$0.45,"5,500","$2,475",$347
DreamCo,1189833,16-5-2022,West,California,Powerade,$0.50,"4,500","$2,250",$113
DreamCo,1189833,16-5-2022,West,California,Dasani Water,$0.65,"6,250","$4,063",$325
DreamCo,1189833,15-6-2022,West,California,Coca-Cola,$0.45,"9,000","$4,050",$446
DreamCo,1189833,15-6-2022,West,California,Diet Coke,$0.50,"7,500","$3,750",$563
DreamCo,1189833,15-6-2022,West,California,Sprite,$0.50,"7,500","$3,750","$1,275"
DreamCo,1189833,15-6-2022,West,California,Fanta,$0.45,"6,250","$2,813",$956
DreamCo,1189833,15-6-2022,West,California,Powerade,$0.50,"5,000","$2,500",$850
DreamCo,1189833,15-6-2022,West,California,Dasani Water,$0.65,"8,000","$5,200","$2,548"
DreamCo,1189833,14-7-2022,West,California,Coca-Cola,$0.45,"9,500","$4,275",$599
DreamCo,1189833,14-7-2022,West,California,Diet Coke,$0.50,"8,000","$4,000",$560
DreamCo,1189833,14-7-2022,West,California,Sprite,$0.50,"7,500","$3,750",$563
DreamCo,1189833,14-7-2022,West,California,Fanta,$0.45,"6,500","$2,925",$702
DreamCo,1189833,14-7-2022,West,California,Powerade,$0.50,"7,000","$3,500",$665
DreamCo,1189833,14-7-2022,West,California,Dasani Water,$0.65,"7,000","$4,550","$2,093"
DreamCo,1189833,15-8-2022,West,California,Coca-Cola,$0.50,"9,000","$4,500",$585
DreamCo,1189833,15-8-2022,West,California,Diet Coke,$0.55,"8,500","$4,675",$982
DreamCo,1189833,15-8-2022,West,California,Sprite,$0.50,"7,250","$3,625","$1,486"
DreamCo,1189833,15-8-2022,West,California,Fanta,$0.50,"6,750","$3,375",$608
DreamCo,1189833,15-8-2022,West,California,Powerade,$0.60,"6,750","$4,050",$324
DreamCo,1189833,15-8-2022,West,California,Dasani Water,$0.65,"6,500","$4,225",$887
DreamCo,1189833,16-9-2022,West,California,Coca-Cola,$0.50,"8,500","$4,250","$1,445"
DreamCo,1189833,16-9-2022,West,California,Diet Coke,$0.55,"8,500","$4,675",$561
DreamCo,1189833,16-9-2022,West,California,Sprite,$0.50,"7,000","$3,500",$455
DreamCo,1189833,16-9-2022,West,California,Fanta,$0.50,"6,500","$3,250",$553
DreamCo,1189833,16-9-2022,West,California,Powerade,$0.60,"6,500","$3,900",$819
DreamCo,1189833,16-9-2022,West,California,Dasani Water,$0.65,"7,000","$4,550",$637
DreamCo,1189833,15-10-2022,West,California,Coca-Cola,$0.50,"8,000","$4,000",$200
DreamCo,1189833,15-10-2022,West,California,Diet Coke,$0.55,"8,000","$4,400",$352
DreamCo,1189833,15-10-2022,West,California,Sprite,$0.50,"6,500","$3,250",$358
DreamCo,1189833,15-10-2022,West,California,Fanta,$0.50,"6,250","$3,125",$469
DreamCo,1189833,15-10-2022,West,California,Powerade,$0.60,"6,000","$3,600","$1,224"
DreamCo,1189833,15-10-2022,West,California,Dasani Water,$0.65,"6,500","$4,225","$1,437"
DreamCo,1189833,15-11-2022,West,California,Coca-Cola,$0.50,"8,250","$4,125","$1,403"
DreamCo,1189833,15-11-2022,West,California,Diet Coke,$0.55,"8,250","$4,538","$2,223"
DreamCo,1189833,15-11-2022,West,California,Sprite,$0.50,"6,750","$3,375",$473
DreamCo,1189833,15-11-2022,West,California,Fanta,$0.50,"6,500","$3,250",$455
DreamCo,1189833,15-11-2022,West,California,Powerade,$0.60,"6,000","$3,600",$540
DreamCo,1189833,15-11-2022,West,California,Dasani Water,$0.65,"7,000","$4,550","$1,092"
DreamCo,1189833,14-12-2022,West,California,Coca-Cola,$0.50,"9,000","$4,500",$855
DreamCo,1189833,14-12-2022,West,California,Diet Coke,$0.55,"9,000","$4,950","$2,277"
DreamCo,1189833,14-12-2022,West,California,Sprite,$0.50,"7,000","$3,500",$455
DreamCo,1189833,14-12-2022,West,California,Fanta,$0.50,"7,000","$3,500",$735
DreamCo,1189833,14-12-2022,West,California,Powerade,$0.60,"6,250","$3,750","$1,538"
DreamCo,1189833,14-12-2022,West,California,Dasani Water,$0.65,"7,250","$4,713",$848
Sodapop,1185732,15-1-2022,Midwest,Illinois,Coca-Cola,$0.45,"4,750","$2,138",$171
Sodapop,1185732,15-1-2022,Midwest,Illinois,Diet Coke,$0.45,"2,750","$1,238",$260
Sodapop,1185732,15-1-2022,Midwest,Illinois,Sprite,$0.35,"2,750",$963,$327
Sodapop,1185732,15-1-2022,Midwest,Illinois,Fanta,$0.40,"1,250",$500,$60
Sodapop,1185732,15-1-2022,Midwest,Illinois,Powerade,$0.55,"1,750",$963,$125
